,Symbol,Owner,Relationship,Date,Cost,Number of Shares,Value,Total Shares,Filing,Type
1,GORO,Perry Kimberly C,Director,"Jul 23, 2020",$4.73,4,19,25459,"Jul 24, 2020, 07:27 PM",buy
2,MACK,Andersen Eric,Director,"Jul 22, 2020",$3.11,177274,552086,819446,"Jul 24, 2020, 06:59 PM",buy
3,MACK,Levy Noah G.,Director,"Jul 22, 2020",$3.11,177274,552087,796365,"Jul 24, 2020, 06:59 PM",buy
4,OSG,"Saltchuk Resources, Inc.",10% Owner,"Jul 23, 2020",$2.47,834933,2062285,14115798,"Jul 24, 2020, 06:50 PM",buy
5,OSG,"Saltchuk Resources, Inc.",10% Owner,"Jul 22, 2020",$2.49,1352125,3366791,13280865,"Jul 24, 2020, 06:50 PM",buy
6,EDF,CRAIGE JAMES E,Executive Vice President,"Jul 23, 2020",$6.89,10000,68900,10000,"Jul 24, 2020, 05:40 PM",buy
7,EDF,CRAIGE JAMES E,Executive Vice President,"Jul 23, 2020",$6.96,3000,20880,3505,"Jul 24, 2020, 05:40 PM",buy
8,CCEL,PORTNOY DAVID,Co-Chief Executive Officer,"Jul 24, 2020",$8.27,10120,83709,82846,"Jul 24, 2020, 05:38 PM",buy
9,CCEL,PORTNOY DAVID,Co-Chief Executive Officer,"Jul 23, 2020",$8.41,1000,8414,72726,"Jul 24, 2020, 05:38 PM",buy
10,CCEL,PORTNOY DAVID,Co-Chief Executive Officer,"Jul 22, 2020",$8.14,3000,24430,71726,"Jul 24, 2020, 05:38 PM",buy
11,CCEL,PORTNOY DAVID,Co-Chief Executive Officer,"Jul 24, 2020",$8.25,3500,28875,85364,"Jul 24, 2020, 05:38 PM",buy
12,GMED,Douglas Robert Andrew,Director,"Jul 22, 2020",$47.75,690,32948,1390,"Jul 24, 2020, 05:00 PM",buy
13,FNB,Bena Pamela A,Director,"Jul 23, 2020",$7.63,2500,19073,39786,"Jul 24, 2020, 04:38 PM",buy
14,RICK,Elaine Johnson Martin,Director,"Mar 19, 2020",$7.00,143,1001,7221,"Jul 24, 2020, 04:35 PM",buy
15,RICK,Elaine Johnson Martin,Director,"Mar 16, 2020",$9.00,38,342,7078,"Jul 24, 2020, 04:35 PM",buy
16,SREV,"Edenbrook Capital, LLC",10% Owner,"Jul 23, 2020",$1.45,100,145,10875010,"Jul 24, 2020, 04:24 PM",buy
17,HCAP,Jolson Joseph A,Chief Executive Officer,"Jul 23, 2020",$4.00,3050,12200,856797,"Jul 24, 2020, 04:21 PM",buy
18,HCAP,Jolson Joseph A,Chief Executive Officer,"Jul 24, 2020",$4.00,200,800,856997,"Jul 24, 2020, 04:21 PM",buy
19,RVP,SHAW THOMAS J,President and CEO,"Jul 24, 2020",$9.83,300,2949,14562589,"Jul 24, 2020, 04:20 PM",buy
20,ATLO,Benson David W.,Director,"Jul 23, 2020",$19.00,200,3800,1949,"Jul 24, 2020, 04:19 PM",buy
21,WTFC,SWEENEY GARY D,Director,"Jul 23, 2020",$44.66,785,35058,6433,"Jul 24, 2020, 04:13 PM",buy
22,CASI,Zhang Larry,President,"Jul 22, 2020",$1.90,20153,38291,20153,"Jul 24, 2020, 04:05 PM",buy
23,CASI,He Wei-Wu,Chairman and CEO,"Jul 22, 2020",$1.90,1200000,2280000,7532347,"Jul 24, 2020, 04:03 PM",buy
24,CASI,He Wei-Wu,Chairman and CEO,"Jul 22, 2020",$1.90,2952426,5609609,4836523,"Jul 24, 2020, 04:03 PM",buy
25,ASA,Merk Alexander,COO,"Jul 24, 2020",$22.14,1270,28124,13355,"Jul 24, 2020, 03:44 PM",buy
26,RCG,STAHL MURRAY,President and CEO,"Jul 23, 2020",$1.29,50,65,9384,"Jul 24, 2020, 03:31 PM",buy
27,RCG,STAHL MURRAY,President and CEO,"Jul 23, 2020",$1.29,200,258,9334,"Jul 24, 2020, 03:31 PM",buy
28,RCG,STAHL MURRAY,President and CEO,"Jul 23, 2020",$1.29,100,129,9684,"Jul 24, 2020, 03:31 PM",buy
29,RCG,STAHL MURRAY,President and CEO,"Jul 23, 2020",$1.29,200,258,9584,"Jul 24, 2020, 03:31 PM",buy
30,FLUX,Cosentino John A Jr,Director,"Jul 24, 2020",$4.00,62500,250000,62500,"Jul 24, 2020, 02:32 PM",buy
31,RKFL,Rouf Henrik,10% Owner,"Apr 20, 2020",$4.00,15625,62500,2752418,"Jul 24, 2020, 01:19 PM",buy
32,RKFL,Rouf Henrik,10% Owner,"May 18, 2020",$4.00,36250,145000,2716168,"Jul 24, 2020, 01:19 PM",buy
33,RKFL,Rouf Henrik,10% Owner,"May 18, 2020",$4.00,36250,145000,2716168,"Jul 24, 2020, 11:27 AM",buy
34,RKFL,Rouf Henrik,10% Owner,"Apr 20, 2020",$4.00,15625,62500,2752418,"Jul 24, 2020, 11:27 AM",buy
35,TPL,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,"Jul 23, 2020",$568.80,14,7963,282849,"Jul 24, 2020, 11:16 AM",buy
36,RZLT,"HANDOK, INC.",10% Owner,"Jul 23, 2020",$0.30,187000,56511,93714587,"Jul 24, 2020, 10:01 AM",buy
37,RZLT,"HANDOK, INC.",10% Owner,"Jul 22, 2020",$0.28,250000,70750,93527587,"Jul 24, 2020, 10:01 AM",buy
38,EVF,"Saba Capital Management, L.P.",10% Owner,"Jul 22, 2020",$5.42,32732,177407,6191531,"Jul 24, 2020, 09:44 AM",buy
39,EVF,"Saba Capital Management, L.P.",10% Owner,"Jul 23, 2020",$5.48,87299,478399,6278830,"Jul 24, 2020, 09:44 AM",buy
40,CMGO,LAKEN GLENN B,CEO,"Jul 08, 2020",$0.01,20000,125,11940000,"Jul 24, 2020, 09:16 AM",buy
41,CMGO,LAKEN GLENN B,CEO,"Jun 10, 2020",$0.00,355000,1301,11855000,"Jul 24, 2020, 09:16 AM",buy
42,CMGO,LAKEN GLENN B,CEO,"Jul 14, 2020",$0.01,10000,55,11980000,"Jul 24, 2020, 09:16 AM",buy
43,CMGO,LAKEN GLENN B,CEO,"Jun 26, 2020",$0.00,30000,136,11920000,"Jul 24, 2020, 09:16 AM",buy
44,CMGO,LAKEN GLENN B,CEO,"Jul 17, 2020",$0.01,200000,1080,12263800,"Jul 24, 2020, 09:16 AM",buy
45,CMGO,LAKEN GLENN B,CEO,"Jul 13, 2020",$0.01,10000,57,11970000,"Jul 24, 2020, 09:16 AM",buy
46,CMGO,LAKEN GLENN B,CEO,"Jun 15, 2020",$0.00,10000,45,11890000,"Jul 24, 2020, 09:16 AM",buy
47,CMGO,LAKEN GLENN B,CEO,"Jul 16, 2020",$0.01,72000,387,12063800,"Jul 24, 2020, 09:16 AM",buy
48,CMGO,LAKEN GLENN B,CEO,"Jul 10, 2020",$0.01,20000,116,11960000,"Jul 24, 2020, 09:16 AM",buy
49,CMGO,LAKEN GLENN B,CEO,"Jun 12, 2020",$0.00,20000,84,11875000,"Jul 24, 2020, 09:16 AM",buy
50,CMGO,LAKEN GLENN B,CEO,"Jul 15, 2020",$0.01,11800,65,11991800,"Jul 24, 2020, 09:16 AM",buy
51,NTIC,Calderon Nancy E.,Director,"Jul 23, 2020",$8.60,1000,8600,1000,"Jul 24, 2020, 08:07 AM",buy
52,VOLT,GOODMAN BRUCE G,Director,"Jul 23, 2020",$1.46,5000,7300,122778,"Jul 23, 2020, 07:02 PM",buy
53,LEVI,McCormick Christopher J,Director,"Jul 22, 2020",$11.92,3786,45129,60115,"Jul 23, 2020, 05:58 PM",buy
54,NGM,COLUMN GROUP L P,Director,"Jul 22, 2020",$18.00,193,3474,1540264,"Jul 23, 2020, 05:44 PM",buy
55,NGM,COLUMN GROUP L P,Director,"Jul 22, 2020",$18.00,193,3474,1540264,"Jul 23, 2020, 05:39 PM",buy
56,ONCT,KISNER DANIEL L,Director,"Jul 21, 2020",$2.38,10000,23825,10000,"Jul 23, 2020, 05:00 PM",buy
57,ONCT,AKER HAZEL M,Legal Counsel,"Jul 21, 2020",$2.38,41972,99998,46987,"Jul 23, 2020, 05:00 PM",buy
58,JAMF,STROSAHL JOHN,Chief Operating Officer,"Jul 21, 2020",$26.00,7692,199992,68192,"Jul 23, 2020, 04:59 PM",buy
59,JAMF,PUTMAN JILL,Chief Financial Officer,"Jul 21, 2020",$26.00,11538,299988,75342,"Jul 23, 2020, 04:59 PM",buy
60,JAMF,LENDINO JEFF,General Counsel,"Jul 21, 2020",$26.00,3846,99996,3846,"Jul 23, 2020, 04:58 PM",buy
61,JAMF,KLAUSMEYER KEVIN,Director,"Jul 21, 2020",$26.00,9615,249990,27875,"Jul 23, 2020, 04:58 PM",buy
62,JAMF,JOHNSON SAMUEL GFALL,Chief Customer Officer,"Jul 21, 2020",$26.00,7692,199992,194485,"Jul 23, 2020, 04:58 PM",buy
63,JAMF,HAGER DEAN,"Chief Exec Officer, Director","Jul 21, 2020",$26.00,3846,99996,90728,"Jul 23, 2020, 04:57 PM",buy
64,JAMF,GOODKIND IAN,Chief Accounting Officer,"Jul 21, 2020",$26.00,3846,99996,3846,"Jul 23, 2020, 04:57 PM",buy
65,JAMF,DURAND ANDRE WONG,Director,"Jul 21, 2020",$26.00,13461,349986,84081,"Jul 23, 2020, 04:56 PM",buy
66,JAMF,ATKINS BETSY S,Director,"Jul 21, 2020",$26.00,1923,49998,1923,"Jul 23, 2020, 04:56 PM",buy
67,PAND,ROCHE HOLDING LTD,10% Owner,"Jul 21, 2020",$18.00,36111,649998,3086084,"Jul 23, 2020, 04:50 PM",buy
68,PAND,Mutz Mitchell,Director,"Jul 21, 2020",$18.00,10000,180000,10000,"Jul 23, 2020, 04:49 PM",buy
69,PAND,Mutz Mitchell,Director,"Jul 21, 2020",$18.00,36111,649998,3086084,"Jul 23, 2020, 04:49 PM",buy
70,ONCT,Shanghai Pharmaceutical (USA) Inc.,10% Owner,"Jul 21, 2020",$2.38,1049317,2499998,3544431,"Jul 23, 2020, 04:32 PM",buy
71,RCG,STAHL MURRAY,President and CEO,"Jul 22, 2020",$1.29,200,258,9134,"Jul 23, 2020, 04:09 PM",buy
72,RCG,STAHL MURRAY,President and CEO,"Jul 22, 2020",$1.29,200,258,8934,"Jul 23, 2020, 04:09 PM",buy
73,RCG,STAHL MURRAY,President and CEO,"Jul 22, 2020",$1.29,100,129,8734,"Jul 23, 2020, 04:09 PM",buy
74,RCG,STAHL MURRAY,President and CEO,"Jul 22, 2020",$1.29,50,64,8634,"Jul 23, 2020, 04:09 PM",buy
75,SHRG,DOCUMENT SECURITY SYSTEMS INC,10% Owner,"Jul 21, 2020",$0.08,11000000,880000,32417593,"Jul 23, 2020, 04:08 PM",buy
76,BATRA,"GAMCO INVESTORS, INC. ET AL",10% Owner,"Jul 21, 2020",$19.58,600,11751,2000,"Jul 23, 2020, 04:06 PM",buy
77,VABK,Payne Susan K,Director,"Jul 20, 2020",$25.35,182,4614,16683,"Jul 23, 2020, 03:22 PM",buy
78,TPL,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,"Jul 22, 2020",$573.82,12,6886,282835,"Jul 23, 2020, 12:06 PM",buy
79,SPE,GOLDSTEIN PHILLIP,Chairman and Secretary,"Jul 22, 2020",$11.80,5000,59000,123721,"Jul 23, 2020, 11:51 AM",buy
80,SPE,GOLDSTEIN PHILLIP,Chairman and Secretary,"Jul 21, 2020",$11.85,5000,59250,118721,"Jul 23, 2020, 11:51 AM",buy
81,CNBKA,Filler James J,10% Owner,"Jul 16, 2020",$77.49,600,46494,827105,"Jul 23, 2020, 10:31 AM",buy
82,CNBKA,Filler James J,10% Owner,"Jul 21, 2020",$77.91,413,32178,827824,"Jul 23, 2020, 10:31 AM",buy
83,CNBKA,Filler James J,10% Owner,"Jul 20, 2020",$76.95,106,8157,827411,"Jul 23, 2020, 10:31 AM",buy
84,CNBKA,Filler James J,10% Owner,"Jul 17, 2020",$76.15,200,15231,827305,"Jul 23, 2020, 10:31 AM",buy
85,CNBKA,Filler James J,10% Owner,"Jul 22, 2020",$76.75,100,7675,827924,"Jul 23, 2020, 10:31 AM",buy
86,BTN,"Fundamental Global Investors, LLC",Director,"Jul 21, 2020",$1.66,4126,6852,1959067,"Jul 22, 2020, 09:41 PM",buy
87,BTN,"Fundamental Global Investors, LLC",Director,"Jul 22, 2020",$1.64,455,746,147177,"Jul 22, 2020, 09:41 PM",buy
88,BTN,"Fundamental Global Investors, LLC",Director,"Jul 20, 2020",$1.59,595,948,144501,"Jul 22, 2020, 09:41 PM",buy
89,BTN,"Fundamental Global Investors, LLC",Director,"Jul 22, 2020",$1.64,845,1386,1959912,"Jul 22, 2020, 09:41 PM",buy
90,BTN,"Fundamental Global Investors, LLC",Director,"Jul 20, 2020",$1.59,1105,1760,1954941,"Jul 22, 2020, 09:41 PM",buy
91,BTN,"Fundamental Global Investors, LLC",Director,"Jul 21, 2020",$1.66,2221,3688,146722,"Jul 22, 2020, 09:41 PM",buy
92,BKTI,"Fundamental Global Investors, LLC",Director,"Jul 22, 2020",$3.21,444,1427,1356915,"Jul 22, 2020, 09:40 PM",buy
93,BKTI,"Fundamental Global Investors, LLC",Director,"Jul 21, 2020",$3.30,2233,7371,1356471,"Jul 22, 2020, 09:40 PM",buy
94,BKTI,"Fundamental Global Investors, LLC",Director,"Jul 20, 2020",$3.32,289,961,1354238,"Jul 22, 2020, 09:40 PM",buy
95,BAC,BERKSHIRE HATHAWAY INC,10% Owner,"Jul 21, 2020",$24.23,11116449,269308215,968502964,"Jul 22, 2020, 08:20 PM",buy
96,BAC,BERKSHIRE HATHAWAY INC,10% Owner,"Jul 20, 2020",$23.51,9626515,226324180,957386515,"Jul 22, 2020, 08:20 PM",buy
97,BAC,BERKSHIRE HATHAWAY INC,10% Owner,"Jul 22, 2020",$24.14,13159659,317695219,981662623,"Jul 22, 2020, 08:20 PM",buy
98,SCHW,Ruffel Charles A.,Director,"Jul 22, 2020",$34.91,2854,99633,5409,"Jul 22, 2020, 06:51 PM",buy
99,IVFH,Pappas James C,Director,"Jul 20, 2020",$0.30,7471,2228,102983,"Jul 22, 2020, 06:22 PM",buy
100,IVFH,Pappas James C,Director,"Jul 20, 2020",$0.30,129252,38543,4384180,"Jul 22, 2020, 06:22 PM",buy
1,FREQ,MARCUS JOEL S,Director,"Jul 20, 2020",$18.00,55555,999990,1011730,"Jul 22, 2020, 06:12 PM",buy
2,AUBN,Barrett J Tutt,Director,"Jul 22, 2020",$62.69,24,1505,7153,"Jul 22, 2020, 05:47 PM",buy
3,AUBN,O'DONNELL SHANNON,Senior Vice President,"Jul 22, 2020",$62.39,9,562,1005,"Jul 22, 2020, 05:29 PM",buy
4,UBFO,Woolf Michael T,Director,"Jul 20, 2020",$6.99,1000,6990,230188,"Jul 22, 2020, 05:06 PM",buy
5,FDX,Ellison Marvin R,Director,"Jul 22, 2020",$164.53,2200,361966,4401,"Jul 22, 2020, 04:58 PM",buy
6,NWFL,FORTE ANDREW,Director,"Jul 22, 2020",$29.14,315,9179,3731,"Jul 22, 2020, 04:56 PM",buy
7,AUBN,HAM WILLIAM F JR,Director,"Jul 22, 2020",$63.11,18,1136,3851,"Jul 22, 2020, 04:55 PM",buy
8,RCG,STAHL MURRAY,President and CEO,"Jul 21, 2020",$1.29,200,258,8584,"Jul 22, 2020, 04:47 PM",buy
9,RCG,STAHL MURRAY,President and CEO,"Jul 21, 2020",$1.29,200,258,8384,"Jul 22, 2020, 04:47 PM",buy
10,RCG,STAHL MURRAY,President and CEO,"Jul 21, 2020",$1.29,100,129,8184,"Jul 22, 2020, 04:47 PM",buy
11,RCG,STAHL MURRAY,President and CEO,"Jul 21, 2020",$1.29,50,64,8084,"Jul 22, 2020, 04:47 PM",buy
12,AUBN,HOUSEL DAVID E,Director,"Jul 22, 2020",$62.70,17,1066,5246,"Jul 22, 2020, 04:42 PM",buy
13,PAND,"RA CAPITAL MANAGEMENT, L.P.",10% Owner,"Jul 21, 2020",$18.00,361111,6499998,1770023,"Jul 22, 2020, 04:30 PM",buy
14,AUBN,ANDRUS TERRY W,Director,"Jul 22, 2020",$62.80,22,1382,3586,"Jul 22, 2020, 04:29 PM",buy
15,HCAP,Jolson Joseph A,Chief Executive Officer,"Jul 22, 2020",$4.00,2000,8000,853747,"Jul 22, 2020, 04:26 PM",buy
16,HCAP,Jolson Joseph A,Chief Executive Officer,"Jul 21, 2020",$3.99,3474,13861,851747,"Jul 22, 2020, 04:26 PM",buy
17,HCAP,Jolson Joseph A,Chief Executive Officer,"Jul 20, 2020",$3.99,8909,35547,848273,"Jul 22, 2020, 04:26 PM",buy
18,ALXO,"LSV Associates, LLC",10% Owner,"Jul 21, 2020",$19.00,400000,7600000,378000,"Jul 22, 2020, 04:18 PM",buy
19,PAND,GLAXOSMITHKLINE PLC,Director,"Jul 21, 2020",$18.00,361111,6499998,2248304,"Jul 22, 2020, 04:18 PM",buy
20,MPB,SPARKS DAVID E,Director,"Mar 12, 2020",$17.38,2000,34760,10572,"Jul 22, 2020, 02:35 PM",buy
21,TPL,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,"Jul 21, 2020",$582.00,12,6984,282823,"Jul 22, 2020, 11:21 AM",buy
22,RZLT,"HANDOK, INC.",10% Owner,"Jul 21, 2020",$0.25,250000,63150,93277587,"Jul 22, 2020, 10:25 AM",buy
23,CZNC,Lehman Terry L,Director,"Jul 21, 2020",$19.20,1000,19198,14259,"Jul 22, 2020, 09:18 AM",buy
24,EVF,"Saba Capital Management, L.P.",10% Owner,"Jul 21, 2020",$5.40,99102,535151,6158799,"Jul 22, 2020, 08:54 AM",buy
25,EVF,"Saba Capital Management, L.P.",10% Owner,"Jul 20, 2020",$5.35,50000,267500,6059697,"Jul 22, 2020, 08:54 AM",buy
26,ALXO,Lettmann Jason,Director,"Jul 21, 2020",$19.00,400000,7600000,378000,"Jul 21, 2020, 09:31 PM",buy
27,ALXO,Adelman Robert J,10% Owner,"Jul 21, 2020",$19.00,3000,57000,99406,"Jul 21, 2020, 09:29 PM",buy
28,ALXO,Adelman Robert J,10% Owner,"Jul 21, 2020",$19.00,850000,16150000,5268325,"Jul 21, 2020, 09:29 PM",buy
29,ALXO,"Vivo Capital IX, LLC",10% Owner,"Jul 21, 2020",$19.00,975000,18525000,789474,"Jul 21, 2020, 08:25 PM",buy
30,EMR,APERTURE TECHNOLOGIES INC,Director,"Mar 11, 2008",$50.00,1000000,50000000,1000000,"Jul 21, 2020, 08:17 PM",buy
31,ALXO,Graham G. Walmsley,Director,"Jul 21, 2020",$19.00,975000,18525000,975000,"Jul 21, 2020, 08:04 PM",buy
32,ALXO,Hemrajani Rekha,Director,"Jul 21, 2020",$19.00,3000,57000,3000,"Jul 21, 2020, 08:03 PM",buy
33,ALXO,GOODMAN COREY S,Director,"Jul 21, 2020",$19.00,850000,16150000,850000,"Jul 21, 2020, 08:01 PM",buy
34,ALXO,Pietzke Steffen,VP Fin & Chief Acct Officer,"Jul 21, 2020",$19.00,3000,57000,3000,"Jul 21, 2020, 07:59 PM",buy
35,ALXO,GARCIA PETER S,Chief Financial Officer,"Jul 21, 2020",$19.00,3000,57000,3000,"Jul 21, 2020, 07:57 PM",buy
36,PAND,"Polaris Partners GP VIII, L.L.C.",10% Owner,"Jul 21, 2020",$18.00,36111,649998,3090801,"Jul 21, 2020, 07:51 PM",buy
37,PAND,"Boxer Capital, LLC",10% Owner,"Jul 21, 2020",$18.00,722222,12999996,2107513,"Jul 21, 2020, 07:49 PM",buy
38,PAND,Carroll Jill,Director,"Jul 21, 2020",$18.00,361111,6499998,2248304,"Jul 21, 2020, 07:47 PM",buy
39,PAND,Crane Alan L,Director,"Jul 21, 2020",$18.00,14000,252000,84158,"Jul 21, 2020, 07:44 PM",buy
40,PAND,Crane Alan L,Director,"Jul 21, 2020",$18.00,36111,649998,3090801,"Jul 21, 2020, 07:44 PM",buy
41,PAND,Fuglesang Christopher,Director,"Jul 21, 2020",$18.00,722222,12999996,2600773,"Jul 21, 2020, 07:44 PM",buy
42,PAND,Becker Daniel J.,Director,"Jul 21, 2020",$18.00,722222,12999996,2600773,"Jul 21, 2020, 07:39 PM",buy
43,PAND,Becker Daniel J.,Director,"Jul 21, 2020",$18.00,1000,18000,1000,"Jul 21, 2020, 07:39 PM",buy
44,PAND,Goyal Vikas,See Remarks,"Jul 21, 2020",$18.00,1450,26100,87764,"Jul 21, 2020, 07:39 PM",buy
45,PAND,Kakkar Rahul,Chief Executive Officer,"Jul 21, 2020",$18.00,14000,252000,14000,"Jul 21, 2020, 07:35 PM",buy
46,PAND,Sundy John,Chief Medical Officer,"Jul 21, 2020",$18.00,2000,36000,115826,"Jul 21, 2020, 07:33 PM",buy
47,PAND,Stagliano Nancy,Director,"Jul 21, 2020",$18.00,1000,18000,1000,"Jul 21, 2020, 07:33 PM",buy
48,PAND,Viney Joanne L.,See Remarks,"Jul 21, 2020",$18.00,1200,21600,1200,"Jul 21, 2020, 07:32 PM",buy
49,PAND,Frail Donald,Director,"Jul 21, 2020",$18.00,10000,180000,61113,"Jul 21, 2020, 07:29 PM",buy
50,PAND,Larson Eric D,"Vice President, Finance","Jul 21, 2020",$18.00,600,10800,22125,"Jul 21, 2020, 07:28 PM",buy
51,RLAY,Patel Sanjiv,President and CEO,"Jul 20, 2020",$20.00,25000,500000,403082,"Jul 21, 2020, 07:20 PM",buy
52,RLAY,Murcko Mark,Director,"Jul 20, 2020",$20.00,25000,500000,1021952,"Jul 21, 2020, 07:19 PM",buy
53,RLAY,Rubin Jami,Director,"Jul 20, 2020",$20.00,25000,500000,25000,"Jul 21, 2020, 07:17 PM",buy
54,RLAY,INGRAM DOUGLAS S,Director,"Jul 20, 2020",$20.00,25000,500000,25000,"Jul 21, 2020, 07:15 PM",buy
55,RLAY,Adams Brian,General Counsel,"Jul 20, 2020",$20.00,10000,200000,10000,"Jul 21, 2020, 07:15 PM",buy
56,APEN,McGaughy R Kent Jr,Director,"Jul 17, 2020",$1.25,180000,225000,477120,"Jul 21, 2020, 06:40 PM",buy
57,APEN,McGaughy R Kent Jr,Director,"Jul 17, 2020",$1.25,1200000,1500000,1707208,"Jul 21, 2020, 06:40 PM",buy
58,APEN,McGaughy R Kent Jr,Director,"Jul 17, 2020",$1.25,400000,500000,415244,"Jul 21, 2020, 06:40 PM",buy
59,APEN,CPMG Inc,10% Owner,"Jul 17, 2020",$1.25,180000,225000,477120,"Jul 21, 2020, 06:39 PM",buy
60,APEN,CPMG Inc,10% Owner,"Jul 17, 2020",$1.25,1200000,1500000,1707208,"Jul 21, 2020, 06:39 PM",buy
61,APEN,CPMG Inc,10% Owner,"Jul 17, 2020",$1.25,400000,500000,415244,"Jul 21, 2020, 06:39 PM",buy
62,EBF,CLEMENS BARBARA T,Director,"Jul 21, 2020",$16.82,1600,26912,7969,"Jul 21, 2020, 05:39 PM",buy
63,RSLS,"ARMISTICE CAPITAL, LLC",10% Owner,"Jul 17, 2020",$3.00,4500,13500,5302002,"Jul 21, 2020, 05:27 PM",buy
64,MITI,Diamond Lawrence M.,Chief Executive Officer,"Nov 25, 2019",$0.04,30000,1170,3000000,"Jul 21, 2020, 05:18 PM",buy
65,MITI,Diamond Lawrence M.,Chief Executive Officer,"Oct 25, 2019",$0.03,100000,2600,2670000,"Jul 21, 2020, 05:18 PM",buy
66,MITI,Diamond Lawrence M.,Chief Executive Officer,"Jul 21, 2020",$0.07,100000,7000,3371324,"Jul 21, 2020, 05:18 PM",buy
67,MITI,Diamond Lawrence M.,Chief Executive Officer,"Nov 11, 2019",$0.02,125412,2634,2970000,"Jul 21, 2020, 05:18 PM",buy
68,MITI,Diamond Lawrence M.,Chief Executive Officer,"Sep 30, 2019",$0.03,570000,15504,570000,"Jul 21, 2020, 05:18 PM",buy
69,MITI,Diamond Lawrence M.,Chief Executive Officer,"Feb 26, 2020",$0.04,171324,6853,3271324,"Jul 21, 2020, 05:18 PM",buy
70,MITI,Diamond Lawrence M.,Chief Executive Officer,"Nov 08, 2019",$0.03,74588,1865,2844588,"Jul 21, 2020, 05:18 PM",buy
71,MITI,Diamond Lawrence M.,Chief Executive Officer,"Jan 23, 2020",$0.03,100000,2990,3100000,"Jul 21, 2020, 05:18 PM",buy
72,MITI,Diamond Lawrence M.,Chief Executive Officer,"Oct 31, 2019",$0.02,100000,1900,2770000,"Jul 21, 2020, 05:18 PM",buy
73,MITI,Diamond Lawrence M.,Chief Executive Officer,"Dec 31, 2019",$25.00,2000,50000,2000,"Jul 21, 2020, 05:18 PM",buy
74,RCEL,McIntyre David,Chief Financial Officer,"Jul 17, 2020",$22.70,393,8921,893,"Jul 21, 2020, 04:18 PM",buy
75,RCEL,McIntyre David,Chief Financial Officer,"Jul 16, 2020",$23.85,300,7155,500,"Jul 21, 2020, 04:18 PM",buy
76,PLPC,GIBBONS MICHAEL E,Director,"Jul 21, 2020",$52.99,21,1113,5661,"Jul 21, 2020, 02:57 PM",buy
77,PLPC,Klaus Andrew S,CFO,"Jul 20, 2020",$50.28,15,754,4015,"Jul 21, 2020, 02:45 PM",buy
78,MYHI,Pham Judy,10% Owner,"Apr 23, 2020",$0.01,11750000,94000,11750000,"Jul 21, 2020, 02:16 PM",buy
79,RCG,STAHL MURRAY,President and CEO,"Jul 20, 2020",$1.30,200,260,8034,"Jul 21, 2020, 11:42 AM",buy
80,RCG,STAHL MURRAY,President and CEO,"Jul 20, 2020",$1.30,200,260,7834,"Jul 21, 2020, 11:42 AM",buy
81,RCG,STAHL MURRAY,President and CEO,"Jul 20, 2020",$1.30,100,130,7634,"Jul 21, 2020, 11:42 AM",buy
82,RCG,STAHL MURRAY,President and CEO,"Jul 20, 2020",$1.30,50,65,7534,"Jul 21, 2020, 11:42 AM",buy
83,TPL,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,"Jul 20, 2020",$575.01,172,98902,282811,"Jul 21, 2020, 11:26 AM",buy
84,NTWK,GHAURI NAJEEB,CEO,"Jul 20, 2020",$2.91,17264,50290,771583,"Jul 21, 2020, 10:31 AM",buy
85,RZLT,"HANDOK, INC.",10% Owner,"Jul 17, 2020",$0.21,250000,52175,92777587,"Jul 21, 2020, 10:14 AM",buy
86,RZLT,"HANDOK, INC.",10% Owner,"Jul 20, 2020",$0.26,250000,65650,93027587,"Jul 21, 2020, 10:14 AM",buy
87,YORW,Rasmussen Steven R,Director,"Jul 20, 2020",$47.49,13,617,2325635,"Jul 21, 2020, 09:31 AM",buy
88,KXIN,Shareholder Value Fund,10% Owner,"Jul 06, 2020",$1.00,4213629,4213629,9413200,"Jul 21, 2020, 06:03 AM",buy
89,KXIN,Shareholder Value Fund,10% Owner,"Apr 30, 2019",$1.32,5119571,6775752,5119571,"Jul 21, 2020, 06:03 AM",buy
90,BLI,LUCIER GREGORY T,Director,"Jul 16, 2020",$22.00,22727,499994,22727,"Jul 20, 2020, 09:48 PM",buy
91,VBFC,LEHMAN KENNETH R,10% Owner,"Jul 16, 2020",$28.99,1250,36237,755329,"Jul 20, 2020, 07:23 PM",buy
92,GFN,Kluckman Jeffrey A,Executive Vice President,"Jul 20, 2020",$99.01,100,9901,438,"Jul 20, 2020, 05:45 PM",buy
93,GES,ALBERINI CARLOS,CEO and Director,"Jul 16, 2020",$10.17,100000,1017000,238943,"Jul 20, 2020, 05:35 PM",buy
94,CCEL,Portnoy Mark L.,Co-Chief Executive Officer,"Jul 20, 2020",$8.00,500,4000,38,"Jul 20, 2020, 05:34 PM",buy
95,CCEL,Portnoy Mark L.,Co-Chief Executive Officer,"Jul 16, 2020",$7.96,1381,10996,37766,"Jul 20, 2020, 05:34 PM",buy
96,UGI,Dosch Ted A,Director,"Jan 29, 2020",$42.53,2000,85060,2000,"Jul 20, 2020, 05:04 PM",buy
